model,domain,puzzle_id,pass_type,correct,chosen_answer,self_reported_conf,candidate,judge_confidence,judge_ngrams,is_chosen
Claude Opus 4.6,VP,1116,un_augmented,1,A,,B,,[],0
Claude Opus 4.6,VP,1116,un_augmented,1,A,,C,,[],0
Claude Opus 4.6,VP,1116,un_augmented,1,A,,D,,[],0
Claude Opus 4.6,VP,867,un_augmented,0,B,,A,,[],0
Claude Opus 4.6,VP,867,un_augmented,0,B,,B,95.0,"[""Option B shows exactly that pattern"", ""B is the answer""]",1
Claude Opus 4.6,VP,867,un_augmented,0,B,,C,15.0,"[""C and D don't match the relationship""]",0
Claude Opus 4.6,VP,867,un_augmented,0,B,,D,15.0,"[""C and D don't match the relationship""]",0
Claude Opus 4.6,VP,1058,un_augmented,1,B,,A,15.0,"[""Option A is just running past a vehicle""]",0
Claude Opus 4.6,VP,1058,un_augmented,1,B,,B,65.0,"[""closest match to the competitive nature"", ""Option B with track athletes in a race setting""]",1
Claude Opus 4.6,VP,1058,un_augmented,1,B,,C,10.0,"[""Option C is still a dog""]",0
Claude Opus 4.6,VP,1058,un_augmented,1,B,,D,15.0,"[""Option D appears to be casual street crossing""]",0
Claude Opus 4.6,VP,518,un_augmented,1,A,,A,95.0,"[""A shows a horse lying down on grass, which matches the pattern"", ""That's my answer""]",1
Claude Opus 4.6,VP,518,un_augmented,1,A,,B,,[],0
Claude Opus 4.6,VP,518,un_augmented,1,A,,C,,[],0
Claude Opus 4.6,VP,518,un_augmented,1,A,,D,,[],0
Claude Opus 4.6,VP,446,un_augmented,1,D,,A,20.0,"[""doesn't fit"", ""vehicles in water""]",0
Claude Opus 4.6,VP,446,un_augmented,1,D,,B,20.0,"[""doesn't fit"", ""vehicles in water""]",0
Claude Opus 4.6,VP,446,un_augmented,1,D,,C,30.0,"[""displays just the landscape"", ""without a vehicle""]",0
Claude Opus 4.6,VP,446,un_augmented,1,D,,D,95.0,"[""that's the match I'm looking for"", ""mirrors the person-in-environment-to-vehicle-in-same-environment relationship"", ""The answer is D""]",1
Claude Opus 4.6,VP,1171,un_augmented,1,B,,A,,[],0
Claude Opus 4.6,VP,1171,un_augmented,1,B,,B,95.0,"[""B stands out because"", ""that's the same foraging behavior"", ""B is the answer""]",1
Claude Opus 4.6,VP,1171,un_augmented,1,B,,C,15.0,"[""C keeps the snowy context"", ""breaks the pattern""]",0
Claude Opus 4.6,VP,1171,un_augmented,1,B,,D,,[],0
Claude Opus 4.6,VP,419,un_augmented,0,D,,A,,[],0
Claude Opus 4.6,VP,419,un_augmented,0,D,,B,,[],0
Claude Opus 4.6,VP,419,un_augmented,0,D,,C,,[],0
Claude Opus 4.6,VP,419,un_augmented,0,D,,D,90.0,"[""option (d) appears to match this arrangement"", ""match this pattern best"", ""just like the triangle relationship""]",1
Claude Opus 4.6,VP,795,un_augmented,0,D,,A,,[],0
Claude Opus 4.6,VP,795,un_augmented,0,D,,B,,[],0
Claude Opus 4.6,VP,795,un_augmented,0,D,,C,,[],0
Claude Opus 4.6,VP,795,un_augmented,0,D,,D,95.0,"[""D stands out"", ""D captures hands working"", ""D is the answer"", ""this clearly matches"", ""maintains the parallel structure""]",1
Claude Opus 4.6,VP,669,un_augmented,1,B,,A,20.0,"[""A leopard walking in vegetation""]",0
Claude Opus 4.6,VP,669,un_augmented,1,B,,B,95.0,"[""B is the answer"", ""similar to the leopard's crouching pose"", ""man in that same squatting/crouching posture""]",1
Claude Opus 4.6,VP,669,un_augmented,1,B,,C,15.0,"[""People standing in what appears to be a train or airport""]",0
Claude Opus 4.6,VP,669,un_augmented,1,B,,D,15.0,"[""A leopard in an enclosure""]",0
Claude Opus 4.6,VP,800,un_augmented,0,D,,A,,[],0
Claude Opus 4.6,VP,800,un_augmented,0,D,,B,,[],0
Claude Opus 4.6,VP,800,un_augmented,0,D,,C,,[],0
Claude Opus 4.6,VP,800,un_augmented,0,D,,D,95.0,"[""Option D stands out"", ""This mirrors the line-drawing"", ""just in a child's playful way""]",1
Claude Opus 4.6,VP,388,un_augmented,1,D,,A,95.0,"[""The correct answer should be A"", ""fallen tree mirrors the state of a crashed car"", ""The answer should be A""]",0
Claude Opus 4.6,VP,388,un_augmented,1,D,,B,,[],0
Claude Opus 4.6,VP,388,un_augmented,1,D,,C,,[],0
Claude Opus 4.6,VP,388,un_augmented,1,D,,D,15.0,"[""breaks the pattern"", ""I see the issue now\u2014D shows a car crashing into a tree, which breaks the substitution pattern""]",1
Claude Opus 4.6,VP,685,un_augmented,1,A,,A,75.0,"[""matches that intensity"", ""pointing to option A"", ""Both of these patterns point to A"", ""seems to match that intensity and seriousness better""]",1
Claude Opus 4.6,VP,685,un_augmented,1,A,,B,,[],0
Claude Opus 4.6,VP,685,un_augmented,1,A,,C,,[],0
Claude Opus 4.6,VP,685,un_augmented,1,A,,D,,[],0
Claude Opus 4.6,VP,405,un_augmented,0,D,,A,40.0,"[""The other choices either show camouflage in a different environment""]",0
Claude Opus 4.6,VP,405,un_augmented,0,D,,B,40.0,"[""The other choices either show camouflage in a different environment""]",0
Claude Opus 4.6,VP,405,un_augmented,0,D,,C,40.0,"[""The other choices either show camouflage in a different environment""]",0
Claude Opus 4.6,VP,405,un_augmented,0,D,,D,95.0,"[""D stands out"", ""mirrors the insect's camouflage"", ""this clearly matches""]",1
Claude Opus 4.6,VP,1018,un_augmented,0,B,,A,15.0,"[""A (a snake) breaks the pattern""]",0
Claude Opus 4.6,VP,1018,un_augmented,0,B,,B,85.0,"[""B (a full-grown lab) seems more parallel"", ""B is the answer""]",1
Claude Opus 4.6,VP,1018,un_augmented,0,B,,C,30.0,"[""more parallel to the original relationship than C (a puppy)""]",0
Claude Opus 4.6,VP,1018,un_augmented,0,B,,D,10.0,"[""D doesn't fit because it's just another small rodent""]",0
Claude Opus 4.6,VP,132,un_augmented,0,D,,A,,[],0
Claude Opus 4.6,VP,132,un_augmented,0,D,,B,40.0,"[""rather than just B"", ""D seems to fit this better than B""]",0
Claude Opus 4.6,VP,132,un_augmented,0,D,,C,,[],0
Claude Opus 4.6,VP,132,un_augmented,0,D,,D,75.0,"[""D seems to fit this better"", ""towering, vortex-like natural disaster""]",1
Claude Opus 4.6,VP,1038,un_augmented,1,B,,A,,[],0
Claude Opus 4.6,VP,1038,un_augmented,1,B,,B,75.0,"[""B shows someone arranging flowers"", ""mirrors the food spread scenario"", ""B is the better match""]",1
Claude Opus 4.6,VP,1038,un_augmented,1,B,,C,,[],0
Claude Opus 4.6,VP,1038,un_augmented,1,B,,D,20.0,"[""D still shows food"", ""B is the better match""]",0
Claude Opus 4.6,VP,438,un_augmented,1,C,,A,,[],0
Claude Opus 4.6,VP,438,un_augmented,1,C,,B,,[],0
Claude Opus 4.6,VP,438,un_augmented,1,C,,C,100.0,"[""perfectly mirrors"", ""That's the answer"", ""C shows an otter in a praying/begging pose"", ""matches that pattern""]",1
Claude Opus 4.6,VP,438,un_augmented,1,C,,D,,[],0
Claude Opus 4.6,VP,659,un_augmented,0,B,,A,45.0,"[""considering what a formal version"", ""Shepherd) with a smaller dog""]",0
Claude Opus 4.6,VP,659,un_augmented,0,B,,B,85.0,"[""B seems to best represent"", ""B fits this pattern best"", ""professional/formal interaction""]",1
Claude Opus 4.6,VP,659,un_augmented,0,B,,C,40.0,"[""A dog walking/moving""]",0
Claude Opus 4.6,VP,659,un_augmented,0,B,,D,50.0,"[""people at what appears to be a social gathering"", ""shows people in a more casual social setting""]",0
Claude Opus 4.6,VP,568,un_augmented,0,C,,A,65.0,"[""A (child in snow) fits that shift"", ""A shows just one child""]",0
Claude Opus 4.6,VP,568,un_augmented,0,C,,B,,[],0
Claude Opus 4.6,VP,568,un_augmented,0,C,,C,20.0,"[""neither really captures that multiplicity"", ""C shows one person biking""]",1
Claude Opus 4.6,VP,568,un_augmented,0,C,,D,,[],0
Claude Sonnet 4.6,VP,741,un_augmented,1,C,,A,,[],0
Claude Sonnet 4.6,VP,741,un_augmented,1,C,,B,,[],0
Claude Sonnet 4.6,VP,741,un_augmented,1,C,,C,75.0,"[""Candidate C with the British Royal Guards marching in formation could be the military parade equivalent that completes this analogy""]",1
Claude Sonnet 4.6,VP,741,un_augmented,1,C,,D,,[],0
Claude Opus 4.6,VP,834,un_augmented,1,D,,A,20.0,"[""not jumping""]",0
Claude Opus 4.6,VP,834,un_augmented,1,D,,B,20.0,"[""same type of animal"", ""not a transformation""]",0
Claude Opus 4.6,VP,834,un_augmented,1,D,,C,20.0,"[""same type of animal""]",0
Claude Opus 4.6,VP,834,un_augmented,1,D,,D,85.0,"[""D (cheetah) seems to be the answer"", ""The pattern holds"", ""So D is my answer""]",1
Claude Opus 4.6,VP,10,un_augmented,0,C,,A,,[],0
Claude Opus 4.6,VP,10,un_augmented,0,C,,B,,[],0
Claude Opus 4.6,VP,10,un_augmented,0,C,,C,95.0,"[""C stands out"", ""maintaining the same transformation pattern"", ""represents the knotted version""]",1
Claude Opus 4.6,VP,10,un_augmented,0,C,,D,,[],0
Claude Opus 4.6,VP,89,un_augmented,0,B,,A,,[],0
Claude Opus 4.6,VP,89,un_augmented,0,B,,B,55.0,"[""B remains a strong possibility""]",1
Claude Opus 4.6,VP,89,un_augmented,0,B,,C,,[],0
Claude Opus 4.6,VP,89,un_augmented,0,B,,D,65.0,"[""the answer would be D with the horses"", ""horse options seem most likely""]",0
Claude Opus 4.6,VP,147,un_augmented,1,D,,A,,[],0
Claude Opus 4.6,VP,147,un_augmented,1,D,,B,,[],0
Claude Opus 4.6,VP,147,un_augmented,1,D,,C,,[],0
Claude Opus 4.6,VP,147,un_augmented,1,D,,D,90.0,"[""Option D stands out"", ""sculptural equivalent of a portrait"", ""matching the pattern""]",1
Claude Opus 4.6,VP,684,un_augmented,0,D,,A,,[],0
Claude Opus 4.6,VP,684,un_augmented,0,D,,B,,[],0
Claude Opus 4.6,VP,684,un_augmented,0,D,,C,,[],0
Claude Opus 4.6,VP,684,un_augmented,0,D,,D,75.0,"[""D fits this pattern"", ""mirrors the feet-to-hands shift"", ""maintaining the washing activity""]",1
Claude Opus 4.6,VP,932,un_augmented,1,C,,A,,[],0
Claude Opus 4.6,VP,932,un_augmented,1,C,,B,,[],0
Claude Opus 4.6,VP,932,un_augmented,1,C,,C,95.0,"[""C matches this"", ""an older man with a broad smile wearing a hat""]",1
Claude Opus 4.6,VP,932,un_augmented,1,C,,D,,[],0
Claude Opus 4.6,VP,377,un_augmented,1,A,,A,75.0,"[""A seems to be the best fit"", ""shows dogs in a relaxed state"", ""A shows dogs on grass that appear relaxed and could be resting"", ""A could fit that pattern""]",1
Claude Opus 4.6,VP,377,un_augmented,1,A,,B,30.0,"[""doesn't clearly depict rest"", ""dog near plants but doesn't clearly depict""]",0
Claude Opus 4.6,VP,377,un_augmented,1,A,,C,20.0,"[""none of these match"", ""show people eating - none of these match""]",0
Claude Opus 4.6,VP,377,un_augmented,1,A,,D,20.0,"[""none of these match"", ""show people eating - none of these match""]",0
Claude Opus 4.6,VP,628,un_augmented,0,C,,A,55.0,"[""That could work"", ""multiple boats racing (A)"", ""would show that same competitive group dynamic""]",0
Claude Opus 4.6,VP,628,un_augmented,0,C,,B,,[],0
Claude Opus 4.6,VP,628,un_augmented,0,C,,C,85.0,"[""That makes C the answer."", ""points to kayaking as the answer"", ""The real pattern seems to be about intensity level"", ""calmer, more leisurely counterpart""]",1
Claude Opus 4.6,VP,628,un_augmented,0,C,,D,45.0,"[""reconsider option D"", ""That doesn't seem right""]",0
Claude Opus 4.6,VP,617,un_augmented,1,D,,A,50.0,"[""Looking at the options""]",0
Claude Opus 4.6,VP,617,un_augmented,1,D,,B,50.0,"[""Looking at the options""]",0
Claude Opus 4.6,VP,617,un_augmented,1,D,,C,50.0,"[""Looking at the options""]",0
Claude Opus 4.6,VP,617,un_augmented,1,D,,D,95.0,"[""D matches perfectly"", ""mirrors how the vehicle was moving"", ""I need to find people doing the same thing""]",1
Claude Opus 4.6,VP,138,un_augmented,1,B,,A,,[],0
Claude Opus 4.6,VP,138,un_augmented,1,B,,B,75.0,"[""B shows a wild rodent eating"", ""seems like a reasonable wild animal eating counterpart"", ""I think B is the answer because it shows a wild animal actively eating"", ""B more directly captures the eating activity""]",1
Claude Opus 4.6,VP,138,un_augmented,1,B,,C,55.0,"[""C (the groundhog in the field with flowers) seems to fit"", ""C also depicts an animal in nature""]",0
Claude Opus 4.6,VP,138,un_augmented,1,B,,D,,[],0
Claude Opus 4.6,VP,815,un_augmented,1,B,,A,30.0,"[""wooden rowboat/small boat""]",0
Claude Opus 4.6,VP,815,un_augmented,1,B,,B,95.0,"[""B is the clear answer"", ""perfectly mirrors the original relationship""]",1
Claude Opus 4.6,VP,815,un_augmented,1,B,,C,20.0,"[""A sailboat on the water""]",0
Claude Opus 4.6,VP,815,un_augmented,1,B,,D,20.0,"[""A catamaran/sailboat on a beach""]",0
Claude Opus 4.6,VP,909,un_augmented,1,C,,A,,[],0
Claude Opus 4.6,VP,909,un_augmented,1,C,,B,,[],0
Claude Opus 4.6,VP,909,un_augmented,1,C,,C,,[],1
Claude Opus 4.6,VP,909,un_augmented,1,C,,D,,[],0
Claude Opus 4.6,VP,531,un_augmented,1,C,,A,20.0,"[""People lying down relaxing on deck chairs""]",0
Claude Opus 4.6,VP,531,un_augmented,1,C,,B,30.0,"[""polar bear lying on its back""]",0
Claude Opus 4.6,VP,531,un_augmented,1,C,,C,95.0,"[""C fits perfectly"", ""the answer should be a seal in a relaxed, lying position"", ""seal lying down, appearing to be sleeping/relaxing""]",1
Claude Opus 4.6,VP,531,un_augmented,1,C,,D,20.0,"[""seal with its mouth open (barking)""]",0
Claude Opus 4.6,VP,238,un_augmented,1,B,,A,,[],0
Claude Opus 4.6,VP,238,un_augmented,1,B,,B,75.0,"[""B seems like the right answer"", ""most direct parallel"", ""matches if the core relationship is just \""sailboat \u2192 motorboat\""""]",1
Claude Opus 4.6,VP,238,un_augmented,1,B,,C,,[],0
Claude Opus 4.6,VP,238,un_augmented,1,B,,D,,[],0
Claude Opus 4.6,VP,831,un_augmented,1,A,,A,90.0,"[""matches this pattern"", ""seems like the right match"", ""A shows a vehicle crossing through water, which matches this pattern""]",1
Claude Opus 4.6,VP,831,un_augmented,1,A,,B,15.0,"[""still mining-focused"", ""doesn't fit""]",0
Claude Opus 4.6,VP,831,un_augmented,1,A,,C,20.0,"[""keeps the focus on people rather than equipment""]",0
Claude Opus 4.6,VP,831,un_augmented,1,A,,D,10.0,"[""doesn't fit the river setting""]",0
Claude Opus 4.6,VP,902,un_augmented,1,C,,A,45.0,"[""baby eating/chewing a carrot"", ""only the eater changes"", ""just the eater changes, not the food""]",0
Claude Opus 4.6,VP,902,un_augmented,1,C,,B,35.0,"[""keeping the meat-cutting parallel"", ""Person (butcher) cutting meat""]",0
Claude Opus 4.6,VP,902,un_augmented,1,C,,C,85.0,"[""C makes the most sense"", ""it shows a dog with something different to eat"", ""the most logical answer might be C"", ""paralleling the carrot\u2192meat change""]",1
Claude Opus 4.6,VP,902,un_augmented,1,C,,D,55.0,"[""seems to match the pattern of transformation better"", ""D seems to fit best""]",0
Claude Opus 4.6,VP,87,un_augmented,0,B,,A,15.0,"[""A involves hands applying something"", ""still human touch"", ""reconsidering""]",0
Claude Opus 4.6,VP,87,un_augmented,0,B,,B,85.0,"[""B fits better"", ""B\u2014someone at a computer\u2014best mirrors"", ""mirrors the analogy"", ""all the constraints fit""]",1
Claude Opus 4.6,VP,87,un_augmented,0,B,,C,,[],0
Claude Opus 4.6,VP,87,un_augmented,0,B,,D,,[],0
Claude Opus 4.6,VP,735,un_augmented,1,D,,A,,[],0
Claude Opus 4.6,VP,735,un_augmented,1,D,,B,,[],0
Claude Opus 4.6,VP,735,un_augmented,1,D,,C,,[],0
Claude Opus 4.6,VP,735,un_augmented,1,D,,D,85.0,"[""D shows a baby being lifted"", ""making it the strongest match"", ""mirrors this shift""]",1
Claude Opus 4.6,VP,972,un_augmented,1,A,,A,100.0,"[""matches the pattern perfectly"", ""The answer is A"", ""just like the human wrapped in a blanket""]",1
Claude Opus 4.6,VP,972,un_augmented,1,A,,B,10.0,"[""A bird near a pool""]",0
Claude Opus 4.6,VP,972,un_augmented,1,A,,C,10.0,"[""A dog in a car""]",0
Claude Opus 4.6,VP,972,un_augmented,1,A,,D,10.0,"[""An orangutan hanging from trees""]",0
Claude Opus 4.6,VP,853,un_augmented,0,B,,A,55.0,"[""narrowing down between A and B"", ""could fit if the Analogy image is showing a similar animal""]",0
Claude Opus 4.6,VP,853,un_augmented,0,B,,B,75.0,"[""B seems like the stronger match"", ""more consistent transformation"", ""B makes more sense""]",1
Claude Opus 4.6,VP,853,un_augmented,0,B,,C,,[],0
Claude Opus 4.6,VP,853,un_augmented,0,B,,D,45.0,"[""D could work"", ""different animal lying down""]",0
Claude Opus 4.6,VP,52,un_augmented,1,D,,A,,[],0
Claude Opus 4.6,VP,52,un_augmented,1,D,,B,,[],0
Claude Opus 4.6,VP,52,un_augmented,1,D,,C,,[],0
Claude Opus 4.6,VP,52,un_augmented,1,D,,D,95.0,"[""exactly what D shows"", ""merging the child from the original with the bread theme"", ""The answer is D""]",1
Claude Opus 4.6,VP,701,un_augmented,0,C,,A,45.0,"[""A shows a larger pedal vehicle but still has that childish quality""]",0
Claude Opus 4.6,VP,701,un_augmented,0,C,,B,70.0,"[""B shows a group of people on bicycles"", ""the answer should be B"", ""clearest parallel""]",0
Claude Opus 4.6,VP,701,un_augmented,0,C,,C,85.0,"[""The key insight is"", ""So the answer is C.""]",1
Claude Opus 4.6,VP,701,un_augmented,0,C,,D,35.0,"[""D is an exercise bike indoors"", ""stationary bike, which is a different context"", ""less clear than the others""]",0
Claude Opus 4.6,VP,1197,un_augmented,0,B,,A,,[],0
Claude Opus 4.6,VP,1197,un_augmented,0,B,,B,95.0,"[""I'm seeing the pattern now"", ""Option B matches this"", ""paralleling how Analogy zooms into the knee""]",1
Claude Opus 4.6,VP,1197,un_augmented,0,B,,C,,[],0
Claude Opus 4.6,VP,1197,un_augmented,0,B,,D,,[],0
Claude Opus 4.6,VP,246,un_augmented,0,D,,A,,[],0
Claude Opus 4.6,VP,246,un_augmented,0,D,,B,35.0,"[""B fits better than D"", ""keeps a single person working""]",0
Claude Opus 4.6,VP,246,un_augmented,0,D,,C,,[],0
Claude Opus 4.6,VP,246,un_augmented,0,D,,D,75.0,"[""I'm going to go with D"", ""seems like it could match"", ""The parallel works"", ""the person raking alone should shift to a group""]",1
Claude Opus 4.6,VP,760,un_augmented,0,B,,A,40.0,"[""could also work depending on what the vintage photo actually shows"", ""sculpture or contemplative figure""]",0
Claude Opus 4.6,VP,760,un_augmented,0,B,,B,75.0,"[""seems like the strongest match"", ""Tiger Woods celebrating"", ""Tiger Woods being the modern equivalent"", ""which would make Tiger Woods the answer""]",1
Claude Opus 4.6,VP,760,un_augmented,0,B,,C,,[],0
Claude Opus 4.6,VP,760,un_augmented,0,B,,D,35.0,"[""could represent the \""target\"" of that dynamic"", ""Option D shows a young man""]",0
Claude Opus 4.6,VP,1098,un_augmented,0,D,,A,41.0,"[""Looking at the options: - A: Has certain triangles filled""]",0
Claude Opus 4.6,VP,1098,un_augmented,0,D,,B,41.0,"[""- B: Different filled triangles""]",0
Claude Opus 4.6,VP,1098,un_augmented,0,D,,C,41.0,"[""- C: X with certain fill""]",0
Claude Opus 4.6,VP,1098,un_augmented,0,D,,D,75.0,"[""D seems to match this progression best"", ""D shows a square with a large black triangle"", ""could be the \""filled\"" version""]",1
Claude Opus 4.6,VP,442,un_augmented,0,D,,A,,[],0
Claude Opus 4.6,VP,442,un_augmented,0,D,,B,,[],0
Claude Opus 4.6,VP,442,un_augmented,0,D,,C,,[],0
Claude Opus 4.6,VP,442,un_augmented,0,D,,D,95.0,"[""shows exactly that kind of industrial-scale operation"", ""making it the best match"", ""large-scale machine processing"", ""D shows heavy mining equipment operating at scale""]",1
Claude Opus 4.6,VP,395,un_augmented,0,B,,A,45.0,"[""Someone doing bodywork/repair on a car"", ""appears to be sanding or welding""]",0
Claude Opus 4.6,VP,395,un_augmented,0,B,,B,95.0,"[""fits the pattern most directly"", ""The answer is B"", ""it's someone spray painting a car"", ""mirroring how firefighters spray water""]",1
Claude Opus 4.6,VP,395,un_augmented,0,B,,C,55.0,"[""points to B or C"", ""actively spray painting"", ""Someone using a spray gun""]",0
Claude Opus 4.6,VP,395,un_augmented,0,B,,D,40.0,"[""industrial setting""]",0
Claude Opus 4.6,VP,966,un_augmented,0,D,,A,,[],0
Claude Opus 4.6,VP,966,un_augmented,0,D,,B,45.0,"[""more of a portrait-style close-up"", ""emphasizes the calm, direct gaze""]",0
Claude Opus 4.6,VP,966,un_augmented,0,D,,C,15.0,"[""C shows one running or leaping through water""]",0
Claude Opus 4.6,VP,966,un_augmented,0,D,,D,75.0,"[""captures that restful state"", ""need a cougar that's also at rest or in a calm, stationary pose""]",1
Claude Opus 4.6,VP,751,un_augmented,0,B,,A,,[],0
Claude Opus 4.6,VP,751,un_augmented,0,B,,B,65.0,"[""settling on answer B"", ""B still feels like the most consistent answer""]",1
Claude Opus 4.6,VP,751,un_augmented,0,B,,C,,[],0
Claude Opus 4.6,VP,751,un_augmented,0,B,,D,,[],0
Claude Opus 4.6,VP,533,un_augmented,0,D,,A,45.0,"[""A, C, and D all seem to show variations""]",0
Claude Opus 4.6,VP,533,un_augmented,0,D,,B,,[],0
Claude Opus 4.6,VP,533,un_augmented,0,D,,C,45.0,"[""A, C, and D all seem to show variations""]",0
Claude Opus 4.6,VP,533,un_augmented,0,D,,D,75.0,"[""create a pinwheel pattern like option D"", ""confirm this logic""]",1
Claude Opus 4.6,VP,749,un_augmented,1,D,,A,,[],0
Claude Opus 4.6,VP,749,un_augmented,1,D,,B,,[],0
Claude Opus 4.6,VP,749,un_augmented,1,D,,C,45.0,"[""C: Has parallel diagonal lines"", ""could also be a result of reflection""]",0
Claude Opus 4.6,VP,749,un_augmented,1,D,,D,65.0,"[""D seems like the most consistent answer"", ""D appears to have horizontal lines which would be consistent""]",1
Claude Opus 4.6,VP,470,un_augmented,0,C,,A,,[],0
Claude Opus 4.6,VP,470,un_augmented,0,C,,B,45.0,"[""mass-scale processing scene like option B""]",0
Claude Opus 4.6,VP,470,un_augmented,0,C,,C,85.0,"[""C the right answer"", ""I'm seeing the pattern now"", ""making C the answer""]",1
Claude Opus 4.6,VP,470,un_augmented,0,C,,D,,[],0
Gemini 2.5 Pro,VP,1192,un_augmented,1,A,,A,95.0,"[""Option A immediately jumps out"", ""This perfectly mirrors the required transformation"", ""Candidate A is the clear and concise answer""]",1
Gemini 2.5 Pro,VP,1192,un_augmented,1,A,,B,10.0,"[""quickly dismissing"", ""it's irrelevant""]",0
Gemini 2.5 Pro,VP,1192,un_augmented,1,A,,C,15.0,"[""fails to change the environment""]",0
Gemini 2.5 Pro,VP,1192,un_augmented,1,A,,D,10.0,"[""doesn't relate to the original problem""]",0
Gemini 2.5 Pro,VP,1087,un_augmented,1,D,,A,15.0,"[""is a no-go"", ""action is wrong"", ""Not a match""]",0
Gemini 2.5 Pro,VP,1087,un_augmented,1,D,,B,5.0,"[""off the table completely""]",0
Gemini 2.5 Pro,VP,1087,un_augmented,1,D,,C,25.0,"[""isn't related to Origin'"", ""It\u2019s a distraction""]",0
Gemini 2.5 Pro,VP,1087,un_augmented,1,D,,D,100.0,"[""Boom. That's it!"", ""it's all there"", ""direct mirroring"", ""perfectly fulfills""]",1
Gemini 2.5 Pro,VP,1117,un_augmented,1,C,,A,10.0,"[""Clearly unrelated"", ""A miss""]",0
Gemini 2.5 Pro,VP,1117,un_augmented,1,C,,B,20.0,"[""not the right kind of activity"", ""No foraging""]",0
Gemini 2.5 Pro,VP,1117,un_augmented,1,C,,C,95.0,"[""Candidate C is perfect!"", ""Excellent match"", ""Candidate C perfectly reflects""]",1
Gemini 2.5 Pro,VP,1117,un_augmented,1,C,,D,25.0,"[""doesn\u2019t quite fit the pattern"", ""A miss""]",0
Claude Opus 4.6,VP,741,un_augmented,1,C,,A,,[],0
Claude Opus 4.6,VP,741,un_augmented,1,C,,B,35.0,"[""maybe it's happy person to happy scene, sad person to sad scene"", ""B shows a crying child which would match that emotional pattern"", ""it's still just a close-up of a person""]",0
Claude Opus 4.6,VP,741,un_augmented,1,C,,C,85.0,"[""C still feels right"", ""I think C is the answer"", ""C shows military guards marching, which is the military context"", ""would likely be something like a formal military parade or procession, possibly option C""]",1
Claude Opus 4.6,VP,741,un_augmented,1,C,,D,30.0,"[""could be options B or D showing crying children or babies""]",0
Gemini 2.5 Pro,VP,570,un_augmented,1,B,,A,20.0,"[""doesn\u2019t fit the established pattern"", ""essentially the same action"", ""still about the dogs""]",0
Gemini 2.5 Pro,VP,570,un_augmented,1,B,,B,95.0,"[""aligns perfectly"", ""most promising"", ""strongly implies"", ""only logical choice"", ""Case closed""]",1
Gemini 2.5 Pro,VP,570,un_augmented,1,B,,C,10.0,"[""that's out"", ""isn't urinating""]",0
Gemini 2.5 Pro,VP,570,un_augmented,1,B,,D,5.0,"[""non-starter""]",0
Gemini 2.5 Pro,VP,878,un_augmented,1,A,,A,95.0,"[""This fits the pattern"", ""Brilliant!"", ""The logic is clear"", ""The answer has to be Candidate A""]",1
Gemini 2.5 Pro,VP,878,un_augmented,1,A,,B,35.0,"[""It's tempting, but"", ""not the coals""]",0
Gemini 2.5 Pro,VP,878,un_augmented,1,A,,C,15.0,"[""Wrong direction""]",0
Gemini 2.5 Pro,VP,878,un_augmented,1,A,,D,15.0,"[""Again, it is a real fire"", ""not the artificial transformation I seek""]",0
Gemini 2.5 Pro,VP,217,un_augmented,1,D,,A,15.0,"[""Nope"", ""It's too similar"", ""incorrect""]",0
Gemini 2.5 Pro,VP,217,un_augmented,1,D,,B,10.0,"[""don't relate"", ""Wrong""]",0
Gemini 2.5 Pro,VP,217,un_augmented,1,D,,C,10.0,"[""don't relate"", ""Wrong""]",0
Gemini 2.5 Pro,VP,217,un_augmented,1,D,,D,95.0,"[""Ah, this is it"", ""fits perfectly"", ""This is the correct analogy"", ""clearly reflects this""]",1
Gemini 2.5 Pro,VP,912,un_augmented,1,A,,A,95.0,"[""Bingo"", ""This is the answer"", ""most direct and logical parallel"", ""simple, elegant, and effective visual reasoning""]",1
Gemini 2.5 Pro,VP,912,un_augmented,1,A,,B,5.0,"[""Candidate B is immediately out"", ""Wrong species, wrong action""]",0
Gemini 2.5 Pro,VP,912,un_augmented,1,A,,C,10.0,"[""non-starter"", ""antithesis of the cold situation""]",0
Gemini 2.5 Pro,VP,912,un_augmented,1,A,,D,10.0,"[""non-starter"", ""Different gesture, different concept""]",0
Gemini 2.5 Pro,VP,925,un_augmented,1,D,,A,10.0,"[""Option (a) is out"", ""shapes from the top row""]",0
Gemini 2.5 Pro,VP,925,un_augmented,1,D,,B,15.0,"[""Option (b) is incorrect"", ""square shape is wrong""]",0
Gemini 2.5 Pro,VP,925,un_augmented,1,D,,C,20.0,"[""Option (c) has the wrong content shape""]",0
Gemini 2.5 Pro,VP,925,un_augmented,1,D,,D,100.0,"[""Option (d) \u2013 Ah, perfect!"", ""matches my expectations"", ""Yep, the roles have been swapped correctly""]",1
Gemini 2.5 Pro,VP,779,un_augmented,1,B,,A,15.0,"[""Option (a) is just wrong""]",0
Gemini 2.5 Pro,VP,779,un_augmented,1,B,,B,95.0,"[""(b) is the shape I've derived"", ""exactly the result"", ""has to be (b)""]",1
Gemini 2.5 Pro,VP,779,un_augmented,1,B,,C,30.0,"[""(c) is also a diamond, but"", ""not what happened""]",0
Gemini 2.5 Pro,VP,779,un_augmented,1,B,,D,10.0,"[""Option (d) presents two separate triangles and so is wrong""]",0
